id,ItemCode,Description,Grade,PriceList,MegaCode
null,TJY18011,06IR5501,PR1115,755,KKTJY18011
null,TJY18055,06IR60005,PR1115,755,KKTJY18055
null,TJY18016,08IR5501,PR1115,755,KKTJY18016
null,TJY18060,08IR60007,PR1115,755,KKTJY18060
null,TJY18307,11IL100ISO,PR1115,785,KKTJY18307
null,TJY18311,11IL150ISO,PR1115,785,KKTJY18311
null,TWF18302,11IR050ISO,GW15,725,KKTWF18302
null,TJY18302,11IR050ISO,PR1115,785,KKTJY18302
null,TSB01198,11IR050ISO,TC60M,555,KKTSB01198
null,TWF18304,11IR075ISO,GW15,725,KKTWF18304
null,TJY18304,11IR075ISO,PR1115,785,KKTJY18304
null,TSB01199,11IR075ISO,TC60M,555,KKTSB01199
null,TWF18306,11IR100ISO,GW15,725,KKTWF18306
null,TJY18306,11IR100ISO,PR1115,785,KKTJY18306
null,TSB01200,11IR100ISO,TC60M,555,KKTSB01200
null,TJY18426,11IR100ISO-TF,PR1115,370,KKTJY18426
null,TWF18308,11IR125ISO,GW15,725,KKTWF18308
null,TJY18308,11IR125ISO,PR1115,785,KKTJY18308
null,TSB01205,11IR125ISO,TC60M,555,KKTSB01205
null,TJY18428,11IR125ISO-TF,PR1115,370,KKTJY18428
null,TWF18547,11IR14BSPT,GW15,725,KKTWF18547
null,TJY18686,11IR14BSPT,PR1115,785,KKTJY18686
null,TSB01320,11IR14BSPT,TC60M,555,KKTSB01320
null,TJY18657,11IR14BSPT-TF,PR1115,370,KKTJY18657
null,TWF18310,11IR150ISO,GW15,725,KKTWF18310
null,TJY18310,11IR150ISO,PR1115,785,KKTJY18310
null,TSB01210,11IR150ISO,TC60M,555,KKTSB01210
null,TJY18430,11IR150ISO-TF,PR1115,370,KKTJY18430
null,TJY18312,11IR175ISO,PR1115,785,KKTJY18312
null,TSB01215,11IR175ISO,TC60M,555,KKTSB01215
null,TJY18432,11IR175ISO-TF,PR1115,370,KKTJY18432
null,TWF18545,11IR19BSPT,GW15,725,KKTWF18545
null,TJY18684,11IR19BSPT,PR1115,785,KKTJY18684
null,TSB01318,11IR19BSPT,TC60M,555,KKTSB01318
null,TJY18655,11IR19BSPT-TF,PR1115,370,KKTJY18655
null,TJY18314,11IR200ISO,PR1115,785,KKTJY18314
null,TWF18543,11IR28BSPT,GW15,725,KKTWF18543
null,TJY18682,11IR28BSPT,PR1115,785,KKTJY18682
null,TSB01316,11IR28BSPT,TC60M,555,KKTSB01316
null,TJY18653,11IR28BSPT-TF,PR1115,370,KKTJY18653
null,TSB01180,11IR55005,TC60M,555,KKTSB01180
null,TSB01181,11IR60005,TC60M,555,KKTSB01181
null,TWF18212,11IRA55,GW15,725,KKTWF18212
null,TJY18212,11IRA55,PR1115,785,KKTJY18212
null,TWF18234,11IRA60,GW15,725,KKTWF18234
null,TJY18234,11IRA60,PR1115,785,KKTJY18234
null,TJY18259,16EL050ISO,PR1115,785,KKTJY18259
null,TJY18261,16EL075ISO,PR1115,785,KKTJY18261
null,TJY18264,16EL100ISO,PR1115,785,KKTJY18264
null,TJY18268,16EL125ISO,PR1115,785,KKTJY18268
null,TJY18272,16EL150ISO,PR1115,785,KKTJY18272
null,TJY18278,16EL200ISO,PR1115,785,KKTJY18278
null,TWF18258,16ER050ISO,GW15,725,KKTWF18258
null,TJY18258,16ER050ISO,PR1115,785,KKTJY18258
null,TSB00990,16ER050ISO,TC60M,555,KKTSB00990
null,TWF18260,16ER075ISO,GW15,725,KKTWF18260
null,TJY18260,16ER075ISO,PR1115,785,KKTJY18260
null,TSB00995,16ER075ISO,TC60M,555,KKTSB00995
null,TJY18896,16ER08UN-TF,PR1115,370,KKTJY18896
null,TWF18262,16ER100ISO,GW15,725,KKTWF18262
null,TJY18263,16ER100ISO,PR1115,785,KKTJY18263
null,TSB01000,16ER100ISO,TC60M,555,KKTSB01000
null,TJY18405,16ER100ISO-TF,PR1115,370,KKTJY18405
null,TJY18894,16ER10UN-TF,PR1115,370,KKTJY18894
null,TWF18589,16ER11.5NPT,GW15,725,KKTWF18589
null,TJY18589,16ER11.5NPT,PR1115,785,KKTJY18589
null,TSB00957,16ER11.5NPT,TC60M,555,KKTSB00957
null,TWF18534,16ER11BSPT,GW15,725,KKTWF18534
null,TJY18678,16ER11BSPT,PR1115,785,KKTJY18678
null,TSB01115,16ER11BSPT,TC60M,555,KKTSB01115
null,TJY18644,16ER11BSPT-TF,PR1115,370,KKTJY18644
null,TJY18987,16ER11W,PR1115,785,KKTJY18987
null,TSB01050,16ER11W,TC60M,555,KKTSB01050
null,TJY19003,16ER11W-TF,PR1115,370,KKTJY19003
null,TWF18266,16ER125ISO,GW15,725,KKTWF18266
null,TJY18267,16ER125ISO,PR1115,785,KKTJY18267
null,TSB01005,16ER125ISO,TC60M,555,KKTSB01005
null,TJY18407,16ER125ISO-TF,PR1115,370,KKTJY18407
null,TJY18824,16ER12UN,PR1115,785,KKTJY18824
null,TSB01100,16ER12UN,TC60M,555,KKTSB01100
null,TJY18892,16ER12UN-TF,PR1115,370,KKTJY18892
null,TJY18890,16ER13UN-TF,PR1115,370,KKTJY18890
null,TWF18532,16ER14BSPT,GW15,725,KKTWF18532
null,TJY18676,16ER14BSPT,PR1115,785,KKTJY18676
null,TSB01110,16ER14BSPT,TC60M,555,KKTSB01110
null,TJY18642,16ER14BSPT-TF,PR1115,370,KKTJY18642
null,TWF18587,16ER14NPT,GW15,725,KKTWF18587
null,TJY18587,16ER14NPT,PR1115,785,KKTJY18587
null,TSB00956,16ER14NPT,TC60M,555,KKTSB00956
null,TJY18822,16ER14UN,PR1115,785,KKTJY18822
null,TSB01095,16ER14UN,TC60M,555,KKTSB01095
null,TJY18888,16ER14UN-TF,PR1115,370,KKTJY18888
null,TJY18985,16ER14W,PR1115,785,KKTJY18985
null,TSB01045,16ER14W,TC60M,555,KKTSB01045
null,TJY19001,16ER14W-TF,PR1115,370,KKTJY19001
null,TWF18270,16ER150ISO,GW15,725,KKTWF18270
null,TJY18271,16ER150ISO,PR1115,785,KKTJY18271
null,TSB01010,16ER150ISO,TC60M,555,KKTSB01010
null,TJY18409,16ER150ISO-TF,PR1115,370,KKTJY18409
null,TJY18820,16ER16UN,PR1115,785,KKTJY18820
null,TSB01090,16ER16UN,TC60M,555,KKTSB01090
null,TJY18886,16ER16UN-TF,PR1115,370,KKTJY18886
null,TJY18999,16ER16W-TF,PR1115,370,KKTJY18999
null,TJY18275,16ER175ISO,PR1115,785,KKTJY18275
null,TSB01015,16ER175ISO,TC60M,555,KKTSB01015
null,TJY18411,16ER175ISO-TF,PR1115,370,KKTJY18411
null,TWF18585,16ER18NPT,GW15,725,KKTWF18585
null,TJY18585,16ER18NPT,PR1115,785,KKTJY18585
null,TSB00955,16ER18NPT,TC60M,555,KKTSB00955
null,TJY18818,16ER18UN,PR1115,785,KKTJY18818
null,TSB01085,16ER18UN,TC60M,555,KKTSB01085
null,TJY18884,16ER18UN-TF,PR1115,370,KKTJY18884
null,TWF18530,16ER19BSPT,GW15,725,KKTWF18530
null,TJY18674,16ER19BSPT,PR1115,785,KKTJY18674
null,TSB01105,16ER19BSPT,TC60M,555,KKTSB01105
null,TJY18640,16ER19BSPT-TF,PR1115,370,KKTJY18640
null,TJY18983,16ER19W,PR1115,785,KKTJY18983
null,TSB01040,16ER19W,TC60M,555,KKTSB01040
null,TJY18997,16ER19W-TF,PR1115,370,KKTJY18997
null,TWF18276,16ER200ISO,GW15,725,KKTWF18276
null,TJY18277,16ER200ISO,PR1115,785,KKTJY18277
null,TSB01020,16ER200ISO,TC60M,555,KKTSB01020
null,TJY18413,16ER200ISO-TF,PR1115,370,KKTJY18413
null,TJY18748,16ER200TR,PR1115,875,KKTJY18748
null,TSB00950,16ER200TR,TC60M,600,KKTSB00950
null,TJY18816,16ER20UN,PR1115,785,KKTJY18816
null,TSB01080,16ER20UN,TC60M,555,KKTSB01080
null,TJY18882,16ER20UN-TF,PR1115,370,KKTJY18882
null,TJY18814,16ER24UN,PR1115,785,KKTJY18814
null,TSB01075,16ER24UN,TC60M,555,KKTSB01075
null,TJY18880,16ER24UN-TF,PR1115,370,KKTJY18880
null,TWF18280,16ER250ISO,GW15,725,KKTWF18280
null,TJY18279,16ER250ISO,PR1115,785,KKTJY18279
null,TSB01025,16ER250ISO,TC60M,555,KKTSB01025
null,TJY18415,16ER250ISO-TF,PR1115,370,KKTJY18415
null,TWF18528,16ER28BSPT,GW15,725,KKTWF18528
null,TJY18672,16ER28BSPT,PR1115,785,KKTJY18672
null,TSB01104,16ER28BSPT,TC60M,555,KKTSB01104
null,TJY18638,16ER28BSPT-TF,PR1115,370,KKTJY18638
null,TJY18417,16ER300ISO-TF,PR1115,370,KKTJY18417
null,TJY18750,16ER300TR,PR1115,875,KKTJY18750
null,TSB00951,16ER300TR,TC60M,600,KKTSB00951
null,TSB01142,16ER5501,TC60M,555,KKTSB01142
null,TSB01143,16ER5502,TC60M,555,KKTSB01143
null,TSB01131,16ER6001,TC60M,555,KKTSB01131
null,TSB01133,16ER6002,TC60M,555,KKTSB01133
null,TWF18102,16ERA55,GW15,725,KKTWF18102
null,TJY18160,16ERA55-TF,PR1115,370,KKTJY18160
null,TWF18121,16ERA60,GW15,725,KKTWF18121
null,TJY18194,16ERA60-TF,PR1115,370,KKTJY18194
null,TWF18106,16ERAG55,GW15,725,KKTWF18106
null,TJY18164,16ERAG55-TF,PR1115,370,KKTJY18164
null,TWF18123,16ERAG60,GW15,725,KKTWF18123
null,TJY18198,16ERAG60-TF,PR1115,370,KKTJY18198
null,TWF18104,16ERG55,GW15,725,KKTWF18104
null,TJY18162,16ERG55-TF,PR1115,370,KKTJY18162
null,TWF18125,16ERG60,GW15,725,KKTWF18125
null,TJY18196,16ERG60-TF,PR1115,370,KKTJY18196
null,TJY18320,16IL100ISO,PR1115,785,KKTJY18320
null,TJY18324,16IL150ISO,PR1115,785,KKTJY18324
null,TJY18327,16IL200ISO,PR1115,785,KKTJY18327
null,TJY18921,16IR08UN-TF,PR1115,370,KKTJY18921
null,TWF18319,16IR100ISO,GW15,725,KKTWF18319
null,TJY18319,16IR100ISO,PR1115,785,KKTJY18319
null,TSB01220,16IR100ISO,TC60M,555,KKTSB01220
null,TJY18437,16IR100ISO-TF,PR1115,370,KKTJY18437
null,TJY18919,16IR10UN-TF,PR1115,370,KKTJY18919
null,TWF18605,16IR11.5NPT,GW15,725,KKTWF18605
null,TJY18605,16IR11.5NPT,PR1115,785,KKTJY18605
null,TSB01157,16IR11.5NPT,TC60M,555,KKTSB01157
null,TWF18555,16IR11BSPT,GW15,725,KKTWF18555
null,TJY18692,16IR11BSPT,PR1115,785,KKTJY18692
null,TSB01330,16IR11BSPT,TC60M,555,KKTSB01330
null,TJY18664,16IR11BSPT-TF,PR1115,370,KKTJY18664
null,TJY18993,16IR11W,PR1115,785,KKTJY18993
null,TSB01260,16IR11W,TC60M,555,KKTSB01260
null,TJY19016,16IR11W-TF,PR1115,370,KKTJY19016
null,TJY18321,16IR125ISO,PR1115,785,KKTJY18321
null,TSB01225,16IR125ISO,TC60M,555,KKTSB01225
null,TJY18439,16IR125ISO-TF,PR1115,370,KKTJY18439
null,TJY18848,16IR12UN,PR1115,785,KKTJY18848
null,TSB01310,16IR12UN,TC60M,555,KKTSB01310
null,TJY18917,16IR12UN-TF,PR1115,370,KKTJY18917
null,TJY18915,16IR13UN-TF,PR1115,370,KKTJY18915
null,TWF18553,16IR14BSPT,GW15,725,KKTWF18553
null,TJY18690,16IR14BSPT,PR1115,785,KKTJY18690
null,TSB01328,16IR14BSPT,TC60M,555,KKTSB01328
null,TJY18662,16IR14BSPT-TF,PR1115,370,KKTJY18662
null,TWF18603,16IR14NPT,GW15,725,KKTWF18603
null,TJY18603,16IR14NPT,PR1115,785,KKTJY18603
null,TSB01156,16IR14NPT,TC60M,555,KKTSB01156
null,TJY18846,16IR14UN,PR1115,785,KKTJY18846
null,TSB01300,16IR14UN,TC60M,555,KKTSB01300
null,TJY18913,16IR14UN-TF,PR1115,370,KKTJY18913
null,TJY18991,16IR14W,PR1115,785,KKTJY18991
null,TSB01250,16IR14W,TC60M,555,KKTSB01250
null,TJY19018,16IR14W-TF,PR1115,370,KKTJY19018
null,TWF18323,16IR150ISO,GW15,725,KKTWF18323
null,TJY18323,16IR150ISO,PR1115,785,KKTJY18323
null,TSB01230,16IR150ISO,TC60M,555,KKTSB01230
null,TJY18441,16IR150ISO-TF,PR1115,370,KKTJY18441
null,TJY18844,16IR16UN,PR1115,785,KKTJY18844
null,TSB01290,16IR16UN,TC60M,555,KKTSB01290
null,TJY18911,16IR16UN-TF,PR1115,370,KKTJY18911
null,TJY19014,16IR16W-TF,PR1115,370,KKTJY19014
null,TJY18325,16IR175ISO,PR1115,785,KKTJY18325
null,TSB01235,16IR175ISO,TC60M,555,KKTSB01235
null,TJY18443,16IR175ISO-TF,PR1115,370,KKTJY18443
null,TWF18601,16IR18NPT,GW15,725,KKTWF18601
null,TJY18601,16IR18NPT,PR1115,785,KKTJY18601
null,TSB01155,16IR18NPT,TC60M,555,KKTSB01155
null,TJY18842,16IR18UN,PR1115,785,KKTJY18842
null,TSB01280,16IR18UN,TC60M,555,KKTSB01280
null,TJY18909,16IR18UN-TF,PR1115,370,KKTJY18909
null,TJY19012,16IR19W-TF,PR1115,370,KKTJY19012
null,TWF18326,16IR200ISO,GW15,725,KKTWF18326
null,TJY18326,16IR200ISO,PR1115,785,KKTJY18326
null,TSB01240,16IR200ISO,TC60M,555,KKTSB01240
null,TJY18445,16IR200ISO-TF,PR1115,370,KKTJY18445
null,TJY18770,16IR200TR,PR1115,875,KKTJY18770
null,TJY18840,16IR20UN,PR1115,785,KKTJY18840
null,TSB01270,16IR20UN,TC60M,555,KKTSB01270
null,TJY18907,16IR20UN-TF,PR1115,370,KKTJY18907
null,TJY18838,16IR24UN,PR1115,785,KKTJY18838
null,TSB01268,16IR24UN,TC60M,555,KKTSB01268
null,TJY18905,16IR24UN-TF,PR1115,370,KKTJY18905
null,TWF18328,16IR250ISO,GW15,725,KKTWF18328
null,TJY18328,16IR250ISO,PR1115,785,KKTJY18328
null,TSB01241,16IR250ISO,TC60M,555,KKTSB01241
null,TJY18447,16IR250ISO-TF,PR1115,370,KKTJY18447
null,TWF18329,16IR300ISO,GW15,725,KKTWF18329
null,TJY18330,16IR300ISO,PR1115,785,KKTJY18330
null,TJY18449,16IR300ISO-TF,PR1115,370,KKTJY18449
null,TJY18772,16IR300TR,PR1115,955,KKTJY18772
null,TSB01192,16IR5501,TC60M,555,KKTSB01192
null,TSB01193,16IR5502,TC60M,555,KKTSB01193
null,TSB01182,16IR6001,TC60M,555,KKTSB01182
null,TSB01183,16IR60015,TC60M,555,KKTSB01183
null,TWF18214,16IRA55,GW15,725,KKTWF18214
null,TJY18214,16IRA55,PR1115,785,KKTJY18214
null,TWF18236,16IRA60,GW15,725,KKTWF18236
null,TJY18236,16IRA60,PR1115,785,KKTJY18236
null,TWF18218,16IRAG55,GW15,725,KKTWF18218
null,TJY18218,16IRAG55,PR1115,785,KKTJY18218
null,TWF18240,16IRAG60,GW15,725,KKTWF18240
null,TJY18240,16IRAG60,PR1115,785,KKTJY18240
null,TWF18216,16IRG55,GW15,725,KKTWF18216
null,TJY18216,16IRG55,PR1115,785,KKTJY18216
null,TWF18238,16IRG60,GW15,725,KKTWF18238
null,TJY18238,16IRG60,PR1115,785,KKTJY18238
null,TJY18826,22ER08UN,PR1115,1320,KKTJY18826
null,TSB01103,22ER08UN,TC60M,940,KKTSB01103
null,TJY18285,22ER300ISO,PR1115,1320,KKTJY18285
null,TSB01026,22ER300ISO,TC60M,940,KKTSB01026
null,TJY18287,22ER350ISO,PR1115,1320,KKTJY18287
null,TSB01027,22ER350ISO,TC60M,940,KKTSB01027
null,TJY18289,22ER400ISO,PR1115,1320,KKTJY18289
null,TSB01028,22ER400ISO,TC60M,940,KKTSB01028
null,TJY18756,22ER400TR,PR1115,1495,KKTJY18756
null,TSB00952,22ER400TR,TC60M,940,KKTSB00952
null,TJY18291,22ER450ISO,PR1115,1320,KKTJY18291
null,TSB01030,22ER450ISO,TC60M,940,KKTSB01030
null,TJY18293,22ER500ISO,PR1115,1360,KKTJY18293
null,TSB01029,22ER500ISO,TC60M,940,KKTSB01029
null,TJY18758,22ER500TR,PR1115,1495,KKTJY18758
null,TSB00953,22ER500TR,TC60M,940,KKTSB00953
null,TWF18207,22ERN55,GW15,1290,KKTWF18207
null,TJY18207,22ERN55,PR1115,1320,KKTJY18207
null,TWF18229,22ERN60,GW15,1290,KKTWF18229
null,TJY18229,22ERN60,PR1115,1320,KKTJY18229
null,TJY18850,22IR08UN,PR1115,1320,KKTJY18850
null,TSB01315,22IR08UN,TC60M,940,KKTSB01315
null,TSB01243,22IR300ISO,TC60M,940,KKTSB01243
null,TJY18335,22IR350ISO,PR1115,1320,KKTJY18335
null,TSB01244,22IR350ISO,TC60M,940,KKTSB01244
null,TJY18337,22IR400ISO,PR1115,1320,KKTJY18337
null,TSB01245,22IR400ISO,TC60M,940,KKTSB01245
null,TJY18778,22IR400TR,PR1115,1495,KKTJY18778
null,TJY18339,22IR450ISO,PR1115,1320,KKTJY18339
null,TSB01246,22IR450ISO,TC60M,940,KKTSB01246
null,TJY18341,22IR500ISO,PR1115,1320,KKTJY18341
null,TSB01247,22IR500ISO,TC60M,940,KKTSB01247
null,TJY18780,22IR500TR,PR1115,1495,KKTJY18780
null,TWF18220,22IRN55,GW15,1290,KKTWF18220
null,TJY18220,22IRN55,PR1115,1320,KKTJY18220
null,TWF18242,22IRN60,GW15,1290,KKTWF18242
null,TJY18242,22IRN60,PR1115,1320,KKTJY18242
null,TEA04330,2FEKM030-100-06,SOLID ENDMILL,1255,KKTEA04330
null,TEA04335,2FEKM035-100-06,SOLID ENDMILL,2245,KKTEA04335
null,TEA04340,2FEKM040-110-06,SOLID ENDMILL,1390,KKTEA04340
null,TEA04345,2FEKM045-110-06,SOLID ENDMILL,2555,KKTEA04345
null,TEA04350,2FEKM050-130-06,SOLID ENDMILL,1480,KKTEA04350
null,TEA04355,2FEKM055-130-06,SOLID ENDMILL,2555,KKTEA04355
null,TEA04360,2FEKM060-130-06,SOLID ENDMILL,1660,KKTEA04360
null,TEA04365,2FEKM065-160-08,SOLID ENDMILL,4080,KKTEA04365
null,TEA04370,2FEKM070-160-08,SOLID ENDMILL,4080,KKTEA04370
null,TEA04375,2FEKM075-190-08,SOLID ENDMILL,4575,KKTEA04375
null,TEA04380,2FEKM080-190-08,SOLID ENDMILL,2960,KKTEA04380
null,TEA04385,2FEKM085-190-10,SOLID ENDMILL,5650,KKTEA04385
null,TEA04390,2FEKM090-190-10,SOLID ENDMILL,5380,KKTEA04390
null,TEA04395,2FEKM095-190-10,SOLID ENDMILL,5520,KKTEA04395
null,TEA04400,2FEKM100-220-10,SOLID ENDMILL,3500,KKTEA04400
null,TEA04410,2FEKM110-220-12,SOLID ENDMILL,7625,KKTEA04410
null,TEA04420,2FEKM120-260-12,SOLID ENDMILL,4935,KKTEA04420
null,TEA04430,2FEKM130-260-16,SOLID ENDMILL,9865,KKTEA04430
null,TEA04440,2FEKM140-260-16,SOLID ENDMILL,11885,KKTEA04440
null,TEA04450,2FEKM150-300-16,SOLID ENDMILL,14800,KKTEA04450
null,TEA04460,2FEKM160-320-16,SOLID ENDMILL,15245,KKTEA04460
null,TEA04030,2FEKS030-045-06,SOLID ENDMILL,1255,KKTEA04030
null,TEA04035,2FEKS035-052-06,SOLID ENDMILL,2245,KKTEA04035
null,TEA04040,2FEKS040-060-06,SOLID ENDMILL,1390,KKTEA04040
null,TEA04045,2FEKS045-067-06,SOLID ENDMILL,2555,KKTEA04045
null,TEA04050,2FEKS050-075-06,SOLID ENDMILL,1480,KKTEA04050
null,TEA04055,2FEKS055-082-06,SOLID ENDMILL,2555,KKTEA04055
null,TEA04060,2FEKS060-090-06,SOLID ENDMILL,1660,KKTEA04060
null,TEA04080,2FEKS080-120-08,SOLID ENDMILL,2960,KKTEA04080
null,TEA04100,2FEKS100-150-10,SOLID ENDMILL,3500,KKTEA04100
null,TEA04120,2FEKS120-180-12,SOLID ENDMILL,4980,KKTEA04120
null,TEA04140,2FEKS140-210-16,SOLID ENDMILL,11885,KKTEA04140
null,TEA04150,2FEKS150-230-16,SOLID ENDMILL,14800,KKTEA04150
null,TEA04160,2FEKS160-240-16,SOLID ENDMILL,15245,KKTEA04160
null,TEA02010,2FESL010-040-04,SOLID ENDMILL,1885,KKTEA02010
null,TEA02015,2FESL015-060-04,SOLID ENDMILL,1885,KKTEA02015
null,TEA02020,2FESL020-090-04,SOLID ENDMILL,1885,KKTEA02020
null,TEA02025,2FESL025-120-04,SOLID ENDMILL,1885,KKTEA02025
null,TEA02030,2FESL030-140-06,SOLID ENDMILL,2335,KKTEA02030
null,TEA02040,2FESL040-170-06,SOLID ENDMILL,2510,KKTEA02040
null,TEA02050,2FESL050-200-06,SOLID ENDMILL,2870,KKTEA02050
null,TEA02060,2FESL060-240-06,SOLID ENDMILL,2870,KKTEA02060
null,TEA02080,2FESL080-280-08,SOLID ENDMILL,5380,KKTEA02080
null,TEA02100,2FESL100-340-10,SOLID ENDMILL,6055,KKTEA02100
null,TEA02120,2FESL120-400-12,SOLID ENDMILL,8970,KKTEA02120
null,TEA02160,2FESL160-480-16,SOLID ENDMILL,20175,KKTEA02160
null,TEA01502,2FESM002-004-04,SOLID ENDMILL,2200,KKTEA01502
null,TEA01503,2FESM003-006-04,SOLID ENDMILL,1930,KKTEA01503
null,TEA01504,2FESM004-008-04,SOLID ENDMILL,2155,KKTEA01504
null,TEA01505,2FESM005-010-04,SOLID ENDMILL,1080,KKTEA01505
null,TEA01506,2FESM006-012-04,SOLID ENDMILL,1705,KKTEA01506
null,TEA01507,2FESM007-014-04,SOLID ENDMILL,1840,KKTEA01507
null,TEA01508,2FESM008-016-04,SOLID ENDMILL,1080,KKTEA01508
null,TEA01509,2FESM009-020-04,SOLID ENDMILL,1840,KKTEA01509
null,TEA01510,2FESM010-025-04,SOLID ENDMILL,945,KKTEA01510
null,TEA01511,2FESM011-025-04,SOLID ENDMILL,2245,KKTEA01511
null,TEA01512,2FESM012-040-04,SOLID ENDMILL,1080,KKTEA01512
null,TEA01513,2FESM013-040-04,SOLID ENDMILL,2245,KKTEA01513
null,TEA01514,2FESM014-040-04,SOLID ENDMILL,2245,KKTEA01514
null,TEA01515,2FESM015-040-04,SOLID ENDMILL,945,KKTEA01515
null,TEA01516,2FESM016-050-04,SOLID ENDMILL,2245,KKTEA01516
null,TEA01517,2FESM017-050-04,SOLID ENDMILL,2245,KKTEA01517
null,TEA01518,2FESM018-050-04,SOLID ENDMILL,1125,KKTEA01518
null,TEA01519,2FESM019-050-04,SOLID ENDMILL,2245,KKTEA01519
null,TEA01520,2FESM020-060-04,SOLID ENDMILL,945,KKTEA01520
null,TEA01521,2FESM021-060-04,SOLID ENDMILL,2245,KKTEA01521
null,TEA01522,2FESM022-060-04,SOLID ENDMILL,2245,KKTEA01522
null,TEA01523,2FESM023-060-04,SOLID ENDMILL,2245,KKTEA01523
null,TEA01524,2FESM024-080-04,SOLID ENDMILL,2245,KKTEA01524
null,TEA01525,2FESM025-080-04,SOLID ENDMILL,945,KKTEA01525
null,TEA01526,2FESM026-080-04,SOLID ENDMILL,2915,KKTEA01526
null,TEA01527,2FESM027-080-04,SOLID ENDMILL,2915,KKTEA01527
null,TEA01528,2FESM028-080-04,SOLID ENDMILL,2915,KKTEA01528
null,TEA01529,2FESM029-080-04,SOLID ENDMILL,2915,KKTEA01529
null,TEA01530,2FESM030-100-06,SOLID ENDMILL,1255,KKTEA01530
null,TEA01531,2FESM031-100-06,SOLID ENDMILL,2915,KKTEA01531
null,TEA01532,2FESM032-100-06,SOLID ENDMILL,2915,KKTEA01532
null,TEA01533,2FESM033-100-06,SOLID ENDMILL,2915,KKTEA01533
null,TEA01534,2FESM034-100-06,SOLID ENDMILL,2915,KKTEA01534
null,TEA01535,2FESM035-100-06,SOLID ENDMILL,2245,KKTEA01535
null,TEA01536,2FESM036-100-06,SOLID ENDMILL,2915,KKTEA01536
null,TEA01537,2FESM037-100-06,SOLID ENDMILL,2915,KKTEA01537
null,TEA01538,2FESM038-110-06,SOLID ENDMILL,2915,KKTEA01538
null,TEA01539,2FESM039-110-06,SOLID ENDMILL,2915,KKTEA01539
null,TEA01540,2FESM040-110-06,SOLID ENDMILL,1390,KKTEA01540
null,TEA01541,2FESM041-110-06,SOLID ENDMILL,2960,KKTEA01541
null,TEA01542,2FESM042-110-06,SOLID ENDMILL,2960,KKTEA01542
null,TEA01543,2FESM043-110-06,SOLID ENDMILL,2960,KKTEA01543
null,TEA01544,2FESM044-110-06,SOLID ENDMILL,2960,KKTEA01544
null,TEA01545,2FESM045-110-06,SOLID ENDMILL,2555,KKTEA01545
null,TEA01546,2FESM046-110-06,SOLID ENDMILL,3275,KKTEA01546
null,TEA01547,2FESM047-110-06,SOLID ENDMILL,3275,KKTEA01547
null,TEA01548,2FESM048-130-06,SOLID ENDMILL,3275,KKTEA01548
null,TEA01549,2FESM049-130-06,SOLID ENDMILL,3275,KKTEA01549
null,TEA01550,2FESM050-130-06,SOLID ENDMILL,1480,KKTEA01550
null,TEA01551,2FESM051-130-06,SOLID ENDMILL,3275,KKTEA01551
null,TEA01552,2FESM052-130-06,SOLID ENDMILL,3275,KKTEA01552
null,TEA01553,2FESM053-130-06,SOLID ENDMILL,3275,KKTEA01553
null,TEA01554,2FESM054-130-06,SOLID ENDMILL,3275,KKTEA01554
null,TEA01555,2FESM055-130-06,SOLID ENDMILL,2555,KKTEA01555
null,TEA01556,2FESM056-130-06,SOLID ENDMILL,3500,KKTEA01556
null,TEA01557,2FESM057-130-06,SOLID ENDMILL,3500,KKTEA01557
null,TEA01558,2FESM058-130-06,SOLID ENDMILL,3500,KKTEA01558
null,TEA01559,2FESM059-130-06,SOLID ENDMILL,3500,KKTEA01559
null,TEA01560,2FESM060-130-06,SOLID ENDMILL,1660,KKTEA01560
null,TEA01708,2FESM060-150-06,SOLID ENDMILL,2015,KKTEA01708
null,TEA01561,2FESM061-160-08,SOLID ENDMILL,4215,KKTEA01561
null,TEA01562,2FESM062-160-08,SOLID ENDMILL,4215,KKTEA01562
null,TEA01563,2FESM063-160-08,SOLID ENDMILL,4215,KKTEA01563
null,TEA01564,2FESM064-160-08,SOLID ENDMILL,4215,KKTEA01564
null,TEA01565,2FESM065-160-08,SOLID ENDMILL,4080,KKTEA01565
null,TEA01566,2FESM066-160-08,SOLID ENDMILL,4215,KKTEA01566
null,TEA01567,2FESM067-160-08,SOLID ENDMILL,4215,KKTEA01567
null,TEA01568,2FESM068-160-08,SOLID ENDMILL,4215,KKTEA01568
null,TEA01569,2FESM069-160-08,SOLID ENDMILL,4215,KKTEA01569
null,TEA01570,2FESM070-160-08,SOLID ENDMILL,4080,KKTEA01570
null,TEA01571,2FESM071-160-08,SOLID ENDMILL,4215,KKTEA01571
null,TEA01572,2FESM072-160-08,SOLID ENDMILL,4215,KKTEA01572
null,TEA01573,2FESM073-160-08,SOLID ENDMILL,4215,KKTEA01573
null,TEA01574,2FESM074-160-08,SOLID ENDMILL,4215,KKTEA01574
null,TEA01575,2FESM075-190-08,SOLID ENDMILL,4575,KKTEA01575
null,TEA01576,2FESM076-190-08,SOLID ENDMILL,4710,KKTEA01576
null,TEA01577,2FESM077-190-08,SOLID ENDMILL,4710,KKTEA01577
null,TEA01578,2FESM078-190-08,SOLID ENDMILL,4710,KKTEA01578
null,TEA01579,2FESM079-190-08,SOLID ENDMILL,4710,KKTEA01579
